	gene_name	label	10uM_K99A vs. No_Peptide logFC	100uM_K99A vs. No_Peptide logFC	0_1uM_PCC vs. No_Peptide logFC	10uM_PCC vs. No_Peptide logFC
NM_175484	Coro2b	2	1.01216875741376	2.2287114489067097	1.5148915434668202	3.26260244483376
NM_133221	Slc8b1	2	1.01767370599982	2.08650965276134	2.05988701020469	2.8261178782103697
NM_027109	Dnase1l1	2	1.01775530933659	1.8433993608384198	2.01579375909031	2.22065817811438
NM_026656	Mcoln2	2	1.0210051460519	1.71138798664181	1.16523602538039	2.57091056034254
NM_133898	N4bp2l1	2	1.0307671475628	1.9402945802631297	1.91412253829196	2.53760998740314
NM_172803	Dock4	2	1.03291314890814	1.87845157932251	1.7878075324025602	2.83376489355515
NM_001198823	App	2	1.03534416520842	1.75789254448966	1.9730681149515399	2.48027049439412
NM_001033343	Sec31b	2	1.03835570845173	1.37159180190176	1.7170784878062901	2.0988083268940803
NM_007408	Plin2	2	1.04261639082691	1.96385846716606	2.23759150428523	2.7479638279130203
NM_001293783	Ddx60	2	1.043555638106	1.4623519365240902	1.97722094140542	2.8392958492830496
NM_010240	Ftl1	2	1.04437224235406	1.70790910901339	1.83765247843245	2.4236031593129903
NM_025831	Pxdc1	2	1.04644127544932	1.85160577502086	1.9316836640203703	2.39290901170449
NM_010389	H2-Ob	2	1.0466341148684202	1.9905398361820803	1.8819057020582801	2.3496223255043502
NM_172468	Snx30	2	1.0613412489466099	1.4952320550447602	1.6587518950991202	2.03906991437465
NM_019498	Olfm1	2	1.06520415463719	1.76374483668157	1.7875817867888102	2.54256045291746
NM_152803	Hpse	2	1.06605996391789	1.38640568980336	1.8038313169878302	2.42042686515202
NM_018775	Tbc1d8	2	1.06642979527585	1.71643756940673	1.95991611754338	2.54286234557977
NM_001114312	4930506M07Rik	2	1.06746717475362	1.7892090679518602	2.23182110436559	2.77785300564757
NM_178615	Rgmb	2	1.06985999879403	1.4442572466232197	1.6560177758463202	2.03806018881813
NM_009644	Ahrr	2	1.07549476336942	0.927789260824337	1.3065556150193898	2.4470245448337202
NM_001002895	AI413582	2	1.0897210986658001	1.4847843674471	1.69572390837087	2.12353794932117
NM_023132	Renbp	2	1.0903595269953599	1.8304439335487601	1.85364396523646	2.17709734232069
NM_030887	Jdp2	2	1.09518650647032	1.5515315108310401	1.8439885337428301	2.01784182179382
NM_027808	Alpk1	2	1.1042390810641398	1.47449552328403	2.16658290546409	2.2472407000139203
NM_001012434	Kctd14	2	1.11458216502271	1.60535172916834	1.96887648119965	2.4734177525532597
NM_001006664	Epb4.1l1	2	1.11654929792003	1.80664478845672	2.05259383750586	2.2012010138743396
NM_001242368	F10	2	1.1169175020300801	1.4211019755058798	1.65480207819637	2.32158549073415
NM_027872	Slc46a3	2	1.11832400710927	1.41919869825834	1.72968154950123	2.0507789201144697
NM_016914	Prg3	2	1.1228844881232098	1.69971711181806	2.29616315480481	2.0361258668971898
NM_001024560	Snx32	2	1.1306083367503201	1.8355436529587001	2.09242643058609	2.5199636046667298
NM_013867	Bcar3	2	1.13168231138728	1.40995588656899	2.10183293025053	2.1819882544460603
NM_021281	Ctss	2	1.1359897889672201	1.67782116267877	2.08094011610756	2.4881616923557
NM_001109873	Cbfa2t3	2	1.13990741457721	1.74644411077858	1.94204517032414	2.15384180914622
NM_025491	Susd3	2	1.1413003385391698	1.81059520477025	1.77410795031436	2.39164329968829
NM_028048	Slc25a35	2	1.14242571987034	2.19814247470742	2.46466033401603	2.24447525092913
NM_007836	Gadd45a	2	1.14329582834651	2.3342702210649	2.067599714855	2.74503492806426
NM_011338	Ccl9	2	1.14751405750144	1.88667038322146	1.9872311127420401	2.5102275119341697
NM_020008	Clec7a	2	1.1576510501408401	1.74646173165262	2.1786090075419597	3.23487626343096
NM_001042580	Cd63	2	1.1922927666507899	1.88390513558694	2.17664292772398	2.98926688406503
NM_029270	Arhgap24	2	1.19801001934593	1.8270086267463503	1.8219481722342301	2.8474086168226402
NM_001201470	Papss2	2	1.20227713802574	1.48811994871066	1.9818790038190601	2.36441166365173
NM_001111059	Cd34	2	1.20493065801747	2.01429849304582	1.9395158666493801	2.1865202452796497
NM_177644	Rasal2	2	1.20623812485436	1.7131541855416799	1.95903486780578	2.2228900689337503
NM_029495	Epsti1	2	1.20738418295392	1.69415170527675	1.9301634650809898	2.4493979804596697
NM_011309	S100a1	2	1.22557996027227	2.27036378893016	1.8591584991987602	2.2749694636481097
NM_011074	Cdk14	2	1.2309830582436	1.02393350687026	1.3535713288701299	2.12401893524
NM_001083810	Prr5l	2	1.23656728277154	1.65406120015985	1.73784721795856	2.00197727416422
NM_007801	Ctsh	2	1.239586564836	1.98191792766112	2.33685249878533	2.65445005422791
NM_001099631	Sh2d5	2	1.24828230015532	2.1832971765022298	1.5850561746598202	2.24693741530011
NM_010145	Ephx1	2	1.2498664955718601	1.9816633655252502	1.7897869938083402	2.8551482307105296
NM_010229	Flt3	2	1.2635878695357199	1.2414104636225	1.76414177443149	2.23232414984889
NM_001081656	Neurl1b	2	1.26559017784372	2.37856753264911	1.57927252901373	2.05171273833334
NM_019449	Unc93b1	2	1.26774843385648	2.0337768002538503	2.27800096923671	2.60714198941568
NM_010130	Emr1	2	1.27223409818127	1.5626412518095498	2.0485409292486296	2.5801621043331404
NM_016974	Dbp	2	1.27314627312724	1.6806997888810602	1.3839662435505602	2.48515498666899
NM_001081278	Tbc1d4	2	1.2742961258421799	1.4947992194484698	2.01916402505321	2.5982098588117997
NM_173437	Nav1	2	1.28755415650989	1.8884701682573302	2.08964252315373	2.57633290180059
NM_007780	Csf2rb	2	1.28914959415234	1.75794209502897	1.92011980652977	2.34806552942489
NM_016907	Spint1	2	1.3023047839320099	1.3066817020413999	2.43108855020066	2.5174423443841403
NM_145133	Tifa	2	1.30724573460923	1.8911735511043701	2.13724254437942	2.2207304553613
NM_008153	Cmklr1	2	1.31801153427458	1.36953571901428	1.20024524960905	2.2569565285104303
NM_001002267	Tmem158	2	1.3207275446058502	2.1503986294774897	1.9309594686704799	2.0900233972113202
NM_008329	Ifi204	2	1.3265808089349098	1.08542996290314	1.31063746276233	2.04893680518571
NM_001159538	Fgd2	2	1.3298647261416399	1.75903983456626	2.05931266016595	2.0637921359943
NM_001033420	Dock1	2	1.3306655703213899	2.29218296812521	1.70720889399755	2.3140112031931497
NM_001164663	Soga1	2	1.33436859209944	1.95133385050473	2.0927912388209298	2.51057055517248
NM_023063	Lima1	2	1.33585183344136	2.18285746988095	1.84129948439289	2.28856351078875
NM_019866	Spib	2	1.33782723947658	1.58245526548807	1.8598761650557398	2.48276487796408
NM_001161790	Mefv	2	1.35081982380723	1.41593542174496	1.70958056485268	2.03884190630876
NM_011780	Adam23	2	1.3608202264576101	1.5950070089186001	1.78747470214679	3.05695205497295
NM_001083587	Tns3	2	1.37031519319767	1.90686182844781	2.33709485114855	2.3392357256856497
NM_001290636	Dock7	2	1.38421042584739	1.9937131401828798	2.23399802566023	2.58708316767808
NM_029688	Srxn1	2	1.39813106596826	2.00643631075136	1.65806389072289	1.87742862415671
NM_016846	Rgl1	2	1.4147403591856997	2.02564929927805	1.9239573417459699	2.90357097211047
NM_001033813	Zfp872	2	1.42538858607317	1.3573042422946298	1.97965163762499	2.5521663545329902
NM_007655	Cd79a	2	1.42653578796738	1.6007057898270203	1.89207991403666	2.26322224201024
NM_010111	Efnb2	2	1.42727950637187	1.27418459862342	1.58526869676374	2.59686859843128
NM_011708	Vwf	2	1.4418984867586397	2.0465439999067803	1.8045513110724398	2.37078904881379
NM_144830	Tmem106a	2	1.44545431274693	1.76843100104635	2.08377100957656	2.22413270778621
NM_001284393	Gngt2	2	1.4510780939620802	1.48277380984321	1.96195857372967	2.2253396989459304
NM_001134802	Apol7e	2	1.47234523981736	1.8618991962829399	1.7210627199758	2.43657905909564
NM_133914	Rasa4	2	1.4955683947675202	1.81000209617592	2.0357896951331202	1.7676476423490501
NM_177364	Sh3pxd2b	2	1.49643046510903	2.0078997340719096	2.2159001257826696	2.46030986832195
NM_177460	Parp16	2	1.4998863682830101	2.0606749219080998	2.05659047458341	2.5263511946694903
NM_001252055	Ly6c1	2	1.5013837657578601	2.2832766604408703	1.75251018197799	1.0423625246364001
NM_008339	Cd79b	2	1.54850227766965	1.75261735833278	1.90172390651851	2.4787633098276602
NM_016711	Tmod2	2	1.57538437304181	1.6001445919989299	1.7718654236062301	2.73673644635057
NM_031178	Tlr9	2	1.5765798336294699	1.7187148454717902	2.36064724387023	2.17475261662124
NM_008240	Foxj1	2	1.57856145659832	1.2474722130848899	1.33228040784271	2.70580137328329
NM_133185	Rogdi	2	1.59957870515536	1.73255817850048	2.36243344747924	2.56706032735383
NM_144923	Blvrb	2	1.61539763450313	1.77047578644755	1.98861871126134	2.00761368286471
NM_181547	Nostrin	2	1.71542786270918	1.51784443813383	2.1470588768152	2.91818663192136
NM_021424	Pvrl1	2	1.7401885889355	2.14263867935796	2.067947027943	2.05904378235044
NM_030565	Fam20c	2	1.7842179709800698	1.68442985243051	1.9432239224993402	2.71969554203621
NM_010846	Mx1	2	1.8338078756467	1.91025063515385	1.68436958587551	2.21592507625749
NM_153800	Arhgap22	2	1.94226787473299	1.5373987172626498	1.98644676193373	2.1726897287615
NM_023158	Cxcl16	2	1.9618415685391	1.8780610379399898	2.20670400074598	2.1963910334652503
NM_011176	St14	2	1.97556120047696	1.67691095776819	2.3351994881609	2.1536005426963403
NM_008352	Il12b	2	2.47364644035003	1.5197811698575	2.1872313091294	2.2308059589990203
NM_011329	Ccl1	2	2.62231462955003	-1.38829668895545	-1.8729035374616998	-3.3463513947065198
NM_177191	Sycp2	3	0.40231946793499396	3.14488822253093	3.1036416104471805	6.026180333246059
NM_009645	Aicda	3	0.44733787076853604	2.94341396020411	4.43506078670437	5.20836715932881
NM_009136	Scrg1	3	0.469586055711146	2.8069370729999705	4.0046530094437	6.771172895483531
NM_009759	Bmx	3	0.529845016404399	3.36194711429502	4.486265960197559	8.40672288058009
NM_175512	Dhrs9	3	0.5498799286286701	2.9537062869053297	3.52244670657911	6.87288748159225
NM_011324	Scnn1a	3	0.6264778481386539	3.81630873375671	4.48328822431759	5.99006454023298
NM_011994	Abcd2	3	0.6370716585317889	2.9129596292711604	3.46318497729914	5.456621762379731
NM_025760	Ptplad2	3	0.639087801525245	2.7836460222300805	3.5715200300824796	5.42970404604503
NM_016928	Tlr5	3	0.644145227490267	2.534950969599	3.71354025526825	6.426601431222349
NM_028113	Amer2	3	0.647822093448843	3.8802255022020398	3.92377035643857	6.77471782705965
NM_001290469	Atp1a3	3	0.6750580228210451	3.16653971653343	3.51282868974163	5.07244577578283
NM_172658	Slco4c1	3	0.689668725199081	3.0383209800527995	3.4598608964333906	5.5450740427745595
NM_001005865	Mtus1	3	0.6976093300455479	3.11684807323197	3.4814143742428194	5.884468810253741
NM_022420	Gprc5b	3	0.80773877496159	3.2075010791029603	3.59038061951354	6.114761808298191
NM_133212	Tlr8	3	0.8098042286095971	2.9695085245097594	4.26299750329424	7.85208435382696
NM_176912	C5ar2	3	0.812026332736858	3.32878298272142	3.79667557079678	5.20241028428771
NM_008625	Mrc1	3	0.84063266071349	3.1395309494473302	4.5980875409132596	8.21719979100754
NM_181596	Retnlg	3	0.878092668259789	4.01519578163584	5.366618326978901	9.37992492700963
NM_201642	Ugt1a7c	3	0.8790809142659191	2.9244755605692796	3.76549950946654	5.4181920069955805
NM_015779	Elane	3	0.905232576098088	2.44241716784342	3.37936571597933	6.049136717455929
NM_013701	Ugt1a2	3	0.905369544173231	2.83921214011536	3.68811620980394	5.03183274330163
NM_145079	Ugt1a6a	3	0.9108477690621991	2.8499267460907	3.64521851349325	5.11075716556258
NM_001170333	Clec4a2	3	0.91678965269659	2.9127399181970604	3.28237109104843	5.29759813773918
NM_028770	Krt80	3	0.9168164805285831	4.0336331469414	5.92348040471013	5.17613360580162
NM_201641	Ugt1a10	3	0.917411172361272	2.8441211664257504	3.6824772738526295	5.06605403642829
NM_201644	Ugt1a9	3	0.9174111926802629	2.84412161141875	3.66526458794396	5.10113728808142
NM_199221	Cd300lb	3	0.9213129683564691	2.99790458639129	3.66703895501746	5.5300826721846
NM_201643	Ugt1a5	3	0.923863442078165	2.8537764137007797	3.6921339405891205	5.110756604479191
NM_201410	Ugt1a6b	3	0.9239582493065269	2.84689146738447	3.69052766179586	5.217592911688571
NM_201645	Ugt1a1	3	0.931368132316	2.8591732478972696	3.66330750511892	5.098492039482879
NM_153104	Phospho1	3	0.9446399601861399	3.2846369515519305	3.4551924093657704	5.02865214735108
NM_134158	AF251705	3	0.9460730749986971	2.7602071198696696	3.3900266561655097	6.07401300278093
NM_008022	Foxd4	3	0.968598634839879	2.6852932989733302	2.44202333295509	7.29322326520592
NM_001099332	Cd101	3	0.9769601193030941	3.28802791875762	3.8998429429595696	4.60957973874501
NM_130859	Card10	3	0.980230361055609	3.5171127315033197	3.8011382925007497	4.12372479498502
NM_033622	Tnfsf13b	3	0.9861161003435	3.02277017270495	4.04990391516827	4.71268054503807
NM_001168333	Tinagl1	3	1.07722404090401	3.23699210283521	3.42316545977996	5.72405027408213
NM_175459	Glis3	3	1.0990302833813999	3.65468007144104	3.40657418694268	6.5717443716772594
NM_028852	Spatc1	3	1.12499887025192	3.5096658863165	4.82445590118925	4.70775340601472
NM_029658	Fam101b	3	1.15834903801054	3.47312467412156	3.60373287418141	4.790259121762491
NM_153074	Lrrc25	3	1.18778491020676	2.96456804340115	3.47851223212577	5.2451936898914004
NM_001143848	Pde2a	3	1.19623355669072	3.3536209220160096	3.5207955315325896	5.48407491442099
NM_001001985	Nat8l	3	1.20548094447791	3.52787649769131	4.11363759123146	5.567099738178429
NM_001162938	Pydc3	3	1.2116533839769	3.1059819530893797	2.7559842867501896	5.19574148148035
NM_010424	Hfe	3	1.23107428789774	3.42367075706337	5.13510425404842	5.93019208265301
NM_001164669	Dnah6	3	1.23871668887896	3.3583310514851004	3.01147024940923	7.4619799917772
NM_145437	Cd300ld	3	1.26909070180276	3.6630758535811503	4.16273812141437	6.766514990072269
NM_001081249	Vcan	3	1.27102589993781	3.5166335802015096	4.670289944894259	6.78476227036254
NM_199311	Clec4a1	3	1.27252206483898	2.57008182733817	4.17165991640495	5.439826521455821
NM_001166391	F13a1	3	1.37452914627455	4.3042648808946495	5.5018964649535	8.4398462576913
NM_147220	Abca9	3	1.4046222784874198	3.84313071748512	4.58662556509079	7.009817586345591
NM_031195	Msr1	3	1.41265116535304	2.61168391342092	4.0218965959178705	4.6500012064507095
NM_172921	Nxpe4	3	1.41896105182771	2.90112802887247	3.47862198533942	4.8173361401925305
NM_008626	Mrc2	3	1.43905081267155	3.1580096224666696	4.51831593420991	5.37909738128826
NM_001168615	Tifab	3	1.4570151157514701	3.16128679495745	3.94809122692304	6.14118106473513
NM_012006	Acot1	3	1.47002328327106	2.91285587213747	4.0631253623531	5.6091729979723395
NM_007904	Ednrb	3	1.48920263722406	3.4846043404895197	4.03692406228847	5.33905432132494
NM_001015039	Zfyve28	3	1.49122967228504	3.9895470662327797	5.09834197892704	4.449695452085191
NM_153197	Clec4a3	3	1.4956716783181399	2.9394136277646297	3.7219302266373098	5.37609573816444
NM_177652	Ryr3	3	1.5145423918930399	3.4546279128559303	3.3231050989892696	4.27387887065369
NM_028775	Cyp2s1	3	1.51751708331482	3.80445746794409	4.25893019333291	6.48051112578724
NM_001301204	Dpep2	3	1.5776594424343602	3.6197909024449104	3.9497673683765	5.6099558706479
NM_010233	Fn1	3	1.58421428019821	4.57689576246608	5.72298127625606	6.48303551345262
NM_175406	Atp6v0d2	3	1.59286215737285	2.0988744300241295	4.36131393841871	5.251847358032769
NM_007643	Cd36	3	1.6402925386271299	3.17566873809075	3.29064366627635	4.04989467871862
NM_053110	Gpnmb	3	1.70818103193272	2.7026174886107004	3.04439541111035	4.59541825400141
NM_009378	Thbd	3	1.75291082277832	3.53784159728105	4.0347357880209795	4.742797575638799
NM_001204166	Rapgef4	3	1.76386355978453	4.30722421392314	4.4013951136079195	5.60229846679415
NM_011060	Padi3	3	1.7881739281439497	3.36166916744546	3.39189227837142	3.95582898621459
NM_001076679	Gm9733	3	1.81391891152646	2.9342587164126	4.18188942791639	9.84837370593642
NM_028878	Slc6a19	3	1.84940123228707	3.8045942270275	4.25692368281109	7.02203392857447
NM_178241	Cxcr1	3	1.8808680131017699	4.4535241231377	4.46678403460299	7.36867896647958
NM_178759	Timd4	3	1.9130874839972298	3.3917201424916397	3.5289588759374904	4.29974183561904
NM_013590	Lyz1	3	1.9290309881746799	3.31476154656955	3.59400370984806	6.21875162888546
NM_001085518	Gm14085	3	1.93668017523045	6.38797817027491	5.51634924141301	9.33872577034192
NM_175155	Sash1	3	1.9679691258698702	2.6401359227466603	3.21113362363967	4.168961960564819
NM_010189	Fcgrt	3	1.9750105182450302	3.47862694552953	3.36328127201118	4.39184711957745
NM_145509	5430435G22Rik	3	2.01821914051251	3.95844626905814	4.07661439226061	7.877846063234871
NM_001033425	Zscan10	3	2.05521045320917	4.8828758346677	4.77057371875514	6.16652193502806
NM_010512	Igf1	3	2.0635877346110703	4.24773864003961	5.485977459006651	4.65310949571411
NM_011461	Spic	3	2.14325437066455	3.80836636585875	5.12380044795979	4.505149817964219
NM_177828	Arhgef37	3	2.15180038055211	3.36668804242036	4.80306649128775	6.10093462365283
NM_001003948	Pid1	3	2.18590729926294	3.44015209960426	4.67444400233127	6.830766066720099
NM_011819	Gdf15	3	2.22571745058754	2.63993987773543	3.65080318607032	3.5470248437990297
NM_007723	Cnga1	3	2.256146081256	4.7519885437482	5.25835651525372	7.875598173982049
NM_001172160	Flrt3	3	2.26325955750336	2.9902095676409703	3.4826175239394903	4.33257758634519
NM_010165	Eya2	3	2.26877909510304	3.1341354724370896	3.13785804875883	4.48772657032869
NM_001277944	Apoc2	3	2.29539408688527	3.4562258964751	3.89380016567082	5.19053224252982
NM_133974	Cdcp1	3	2.36867211763696	3.4790280441333996	3.27967206924419	3.30992106799479
NM_001195006	Ndrg4	3	2.38654017293197	3.5992718377979203	4.39178835170238	5.34560300430895
NM_028788	Stra6l	3	2.4125757121970897	3.4488633788182206	3.2018266048785002	5.45936260241321
NM_172133	Adap2	3	2.41356490608781	2.93500848024997	3.463092068964	3.8347682464734305
NM_001177349	Pydc4	3	2.45022742443945	2.63753568280381	3.0929444208882404	4.2978801021058795
NM_024264	Cyp27a1	3	2.5068331945027005	2.94552467095154	3.6946206558364802	4.420994002744861
NM_008605	Mmp12	3	2.54587494463561	3.4636575662175697	3.75526041434425	4.46933792141545
NM_001201391	Hbb-bs	3	2.81096589572527	2.80764565618086	3.20319142193382	3.1314797345398597
NM_001278161	Hbb-b1	3	2.81096989944391	2.80764662893362	3.20319244963736	3.1314838524594903
NM_001081330	Dnah2	3	2.8695624674806703	4.58036933486426	5.56914491132918	8.47776462040252
NM_001164263	Plekhs1	3	2.89665299845284	3.31393519897866	2.91702927042539	3.8184091914312703
NM_011426	Siglec1	3	2.91262789940853	4.19260540166571	5.0635112078306	5.836786241991639
